Episode,Agent,TotalReward,Status,Epsilon
144,35,-100.20,TimedOut,0.4859
144,36,-118.70,TimedOut,0.4859
144,37,-227.40,TimedOut,0.4859
144,38,-67.70,TimedOut,0.4859
144,39,-137.50,TimedOut,0.4859
144,40,-99.60,TimedOut,0.4859
144,41,-97.00,TimedOut,0.4859
144,42,-69.10,TimedOut,0.4859
144,43,-98.50,TimedOut,0.4859
144,44,-148.70,TimedOut,0.4859
144,45,-138.40,TimedOut,0.4859
144,46,-125.80,TimedOut,0.4859
144,47,-99.00,TimedOut,0.4859
144,48,-89.80,TimedOut,0.4859
144,49,-176.00,TimedOut,0.4859
145,0,-59.50,TimedOut,0.4834
145,1,-165.40,TimedOut,0.4834
145,2,-125.40,TimedOut,0.4834
145,3,267.50,ReachedGoal,0.4834
145,4,-175.60,TimedOut,0.4834
145,5,-146.30,TimedOut,0.4834
145,6,-187.90,TimedOut,0.4834
145,7,-147.00,TimedOut,0.4834
145,8,-167.90,TimedOut,0.4834
145,9,-88.90,TimedOut,0.4834
145,10,297.90,ReachedGoal,0.4834
145,11,-116.50,TimedOut,0.4834
145,12,-88.70,TimedOut,0.4834
145,13,-207.00,TimedOut,0.4834
145,14,-127.90,TimedOut,0.4834
145,15,-60.20,TimedOut,0.4834
145,16,-118.20,TimedOut,0.4834
145,17,-205.70,TimedOut,0.4834
145,18,-88.30,TimedOut,0.4834
145,19,-119.50,TimedOut,0.4834
145,20,-207.60,TimedOut,0.4834
145,21,289.00,ReachedGoal,0.4834
145,22,217.40,ReachedGoal,0.4834
145,23,-77.60,TimedOut,0.4834
145,24,270.30,ReachedGoal,0.4834
145,25,-96.10,TimedOut,0.4834
145,26,-195.10,TimedOut,0.4834
145,27,-118.30,TimedOut,0.4834
145,28,-67.30,TimedOut,0.4834
145,29,219.30,ReachedGoal,0.4834
145,30,249.80,ReachedGoal,0.4834
145,31,-79.90,TimedOut,0.4834
145,32,-147.80,TimedOut,0.4834
145,33,-209.60,TimedOut,0.4834
145,34,-98.00,TimedOut,0.4834
145,35,-147.10,TimedOut,0.4834
145,36,-86.90,TimedOut,0.4834
145,37,-177.30,TimedOut,0.4834
145,38,-128.50,TimedOut,0.4834
145,39,-175.60,TimedOut,0.4834
145,40,250.80,ReachedGoal,0.4834
145,41,-96.70,TimedOut,0.4834
145,42,286.30,ReachedGoal,0.4834
145,43,-156.60,TimedOut,0.4834
145,44,228.30,ReachedGoal,0.4834
145,45,-137.90,TimedOut,0.4834
145,46,165.60,ReachedGoal,0.4834
145,47,-58.20,TimedOut,0.4834
145,48,-195.70,TimedOut,0.4834
145,49,-126.60,TimedOut,0.4834
146,0,-78.40,TimedOut,0.4810
146,1,232.10,ReachedGoal,0.4810
146,2,241.90,ReachedGoal,0.4810
146,3,257.10,ReachedGoal,0.4810
146,4,251.10,ReachedGoal,0.4810
146,5,-86.80,TimedOut,0.4810
146,6,-97.90,TimedOut,0.4810
146,7,-145.00,TimedOut,0.4810
146,8,-106.10,TimedOut,0.4810
146,9,-87.50,TimedOut,0.4810
146,10,-146.60,TimedOut,0.4810
146,11,-109.30,TimedOut,0.4810
146,12,-67.60,TimedOut,0.4810
146,13,-128.50,TimedOut,0.4810
146,14,234.30,ReachedGoal,0.4810
146,15,-79.30,TimedOut,0.4810
146,16,-88.20,TimedOut,0.4810
146,17,-156.20,TimedOut,0.4810
146,18,-78.20,TimedOut,0.4810
146,19,-96.10,TimedOut,0.4810
146,20,-126.90,TimedOut,0.4810
146,21,-76.60,TimedOut,0.4810
146,22,-79.90,TimedOut,0.4810
146,23,-158.20,TimedOut,0.4810
146,24,87.80,ReachedGoal,0.4810
146,25,272.90,ReachedGoal,0.4810
146,26,290.30,ReachedGoal,0.4810
146,27,280.60,ReachedGoal,0.4810
146,28,-127.20,TimedOut,0.4810
146,29,-166.90,TimedOut,0.4810
146,30,271.20,ReachedGoal,0.4810
146,31,-117.10,TimedOut,0.4810
146,32,282.70,ReachedGoal,0.4810
146,33,-118.70,TimedOut,0.4810
146,34,266.90,ReachedGoal,0.4810
146,35,293.00,ReachedGoal,0.4810
146,36,209.20,ReachedGoal,0.4810
146,37,-137.70,TimedOut,0.4810
146,38,-96.80,TimedOut,0.4810
146,39,263.00,ReachedGoal,0.4810
146,40,-59.60,TimedOut,0.4810
146,41,-106.70,TimedOut,0.4810
146,42,-126.60,TimedOut,0.4810
146,43,-216.40,TimedOut,0.4810
146,44,-77.70,TimedOut,0.4810
146,45,237.70,ReachedGoal,0.4810
146,46,251.00,ReachedGoal,0.4810
146,47,-87.40,TimedOut,0.4810
146,48,-306.40,TimedOut,0.4810
146,49,-126.60,TimedOut,0.4810
147,0,-67.60,TimedOut,0.4786
147,1,-97.80,TimedOut,0.4786
147,2,-87.10,TimedOut,0.4786
147,3,-107.80,TimedOut,0.4786
147,4,-87.30,TimedOut,0.4786
147,5,263.30,ReachedGoal,0.4786
147,6,225.10,ReachedGoal,0.4786
147,7,265.90,ReachedGoal,0.4786
147,8,258.10,ReachedGoal,0.4786
147,9,240.10,ReachedGoal,0.4786
147,10,-59.80,TimedOut,0.4786
147,11,232.20,ReachedGoal,0.4786
147,12,-187.20,TimedOut,0.4786
147,13,210.60,ReachedGoal,0.4786
147,14,-76.30,TimedOut,0.4786
147,15,-177.80,TimedOut,0.4786
147,16,290.30,ReachedGoal,0.4786
147,17,-145.00,TimedOut,0.4786
147,18,-97.00,TimedOut,0.4786
147,19,-128.40,TimedOut,0.4786
147,20,-115.90,TimedOut,0.4786
147,21,-81.10,TimedOut,0.4786
147,22,-79.20,TimedOut,0.4786
147,23,-147.90,TimedOut,0.4786
147,24,-145.80,TimedOut,0.4786
147,25,230.40,ReachedGoal,0.4786
147,26,-89.50,TimedOut,0.4786
147,27,-59.00,TimedOut,0.4786
147,28,-87.30,TimedOut,0.4786
147,29,214.60,ReachedGoal,0.4786
147,30,-79.40,TimedOut,0.4786
147,31,203.00,ReachedGoal,0.4786
147,32,226.60,ReachedGoal,0.4786
147,33,287.80,ReachedGoal,0.4786
147,34,-88.30,TimedOut,0.4786
147,35,-77.20,TimedOut,0.4786
147,36,253.00,ReachedGoal,0.4786
147,37,261.50,ReachedGoal,0.4786
147,38,-146.00,TimedOut,0.4786
147,39,239.10,ReachedGoal,0.4786
147,40,-97.40,TimedOut,0.4786
147,41,204.60,ReachedGoal,0.4786
147,42,-79.90,TimedOut,0.4786
147,43,230.60,ReachedGoal,0.4786
147,44,-107.40,TimedOut,0.4786
147,45,292.20,ReachedGoal,0.4786
147,46,280.30,ReachedGoal,0.4786
147,47,-78.40,TimedOut,0.4786
147,48,-185.70,TimedOut,0.4786
147,49,295.00,ReachedGoal,0.4786
148,0,268.00,ReachedGoal,0.4762
148,1,299.70,ReachedGoal,0.4762
148,2,-198.00,TimedOut,0.4762
148,3,-90.60,TimedOut,0.4762
148,4,-147.10,TimedOut,0.4762
148,5,-136.30,TimedOut,0.4762
148,6,-127.70,TimedOut,0.4762
148,7,-98.40,TimedOut,0.4762
148,8,181.70,ReachedGoal,0.4762
148,9,-117.60,TimedOut,0.4762
148,10,-57.80,TimedOut,0.4762
148,11,239.80,ReachedGoal,0.4762
148,12,-108.20,TimedOut,0.4762
148,13,-136.90,TimedOut,0.4762
148,14,-99.50,TimedOut,0.4762
148,15,165.20,ReachedGoal,0.4762
148,16,-88.40,TimedOut,0.4762
148,17,185.30,ReachedGoal,0.4762
148,18,-136.70,TimedOut,0.4762
148,19,-136.00,TimedOut,0.4762
148,20,-77.80,TimedOut,0.4762
148,21,-59.80,TimedOut,0.4762
148,22,-97.60,TimedOut,0.4762
148,23,-66.80,TimedOut,0.4762
148,24,-98.20,TimedOut,0.4762
148,25,-107.80,TimedOut,0.4762
148,26,193.10,ReachedGoal,0.4762
148,27,200.50,ReachedGoal,0.4762
148,28,215.80,ReachedGoal,0.4762
148,29,245.00,ReachedGoal,0.4762
148,30,234.50,ReachedGoal,0.4762
148,31,228.80,ReachedGoal,0.4762
148,32,-98.40,TimedOut,0.4762
148,33,236.40,ReachedGoal,0.4762
148,34,264.00,ReachedGoal,0.4762
148,35,184.10,ReachedGoal,0.4762
148,36,246.50,ReachedGoal,0.4762
148,37,-68.90,TimedOut,0.4762
148,38,-77.90,TimedOut,0.4762
148,39,259.50,ReachedGoal,0.4762
148,40,-77.60,TimedOut,0.4762
148,41,284.80,ReachedGoal,0.4762
148,42,284.70,ReachedGoal,0.4762
148,43,227.20,ReachedGoal,0.4762
148,44,177.00,ReachedGoal,0.4762
148,45,255.40,ReachedGoal,0.4762
148,46,-78.10,TimedOut,0.4762
148,47,274.60,ReachedGoal,0.4762
148,48,239.90,ReachedGoal,0.4762
148,49,-77.40,TimedOut,0.4762
149,0,-106.50,TimedOut,0.4738
149,1,232.80,ReachedGoal,0.4738
149,2,-117.10,TimedOut,0.4738
149,3,242.60,ReachedGoal,0.4738
149,4,289.40,ReachedGoal,0.4738
149,5,282.70,ReachedGoal,0.4738
149,6,-126.90,TimedOut,0.4738
149,7,191.50,ReachedGoal,0.4738
149,8,226.10,ReachedGoal,0.4738
149,9,-88.20,TimedOut,0.4738
149,10,-88.40,TimedOut,0.4738
149,11,298.40,ReachedGoal,0.4738
149,12,-89.70,TimedOut,0.4738
149,13,-97.30,TimedOut,0.4738
149,14,268.20,ReachedGoal,0.4738
149,15,-136.90,TimedOut,0.4738
149,16,299.60,ReachedGoal,0.4738
149,17,272.00,ReachedGoal,0.4738
149,18,-117.00,TimedOut,0.4738
149,19,-147.60,TimedOut,0.4738
149,20,286.90,ReachedGoal,0.4738
149,21,276.00,ReachedGoal,0.4738
149,22,-68.40,TimedOut,0.4738
149,23,228.30,ReachedGoal,0.4738
149,24,-69.70,TimedOut,0.4738
149,25,-68.40,TimedOut,0.4738
149,26,-107.60,TimedOut,0.4738
149,27,-88.10,TimedOut,0.4738
149,28,-117.00,TimedOut,0.4738
149,29,250.20,ReachedGoal,0.4738
149,30,273.80,ReachedGoal,0.4738
149,31,224.50,ReachedGoal,0.4738
149,32,-69.20,TimedOut,0.4738
149,33,236.80,ReachedGoal,0.4738
149,34,-77.10,TimedOut,0.4738
149,35,240.20,ReachedGoal,0.4738
149,36,231.00,ReachedGoal,0.4738
149,37,229.90,ReachedGoal,0.4738
149,38,-97.50,TimedOut,0.4738
149,39,294.10,ReachedGoal,0.4738
149,40,-76.70,TimedOut,0.4738
149,41,278.30,ReachedGoal,0.4738
149,42,228.30,ReachedGoal,0.4738
149,43,235.00,ReachedGoal,0.4738
149,44,-78.10,TimedOut,0.4738
149,45,284.50,ReachedGoal,0.4738
149,46,191.70,ReachedGoal,0.4738
149,47,274.30,ReachedGoal,0.4738
149,48,-78.10,TimedOut,0.4738
149,49,230.60,ReachedGoal,0.4738
150,0,225.00,ReachedGoal,0.4715
150,1,-125.80,TimedOut,0.4715
150,2,-117.30,TimedOut,0.4715
150,3,-138.50,TimedOut,0.4715
150,4,-137.80,TimedOut,0.4715
150,5,258.20,ReachedGoal,0.4715
150,6,-80.40,TimedOut,0.4715
150,7,-146.70,TimedOut,0.4715
150,8,208.80,ReachedGoal,0.4715
150,9,-66.60,TimedOut,0.4715
150,10,-117.30,TimedOut,0.4715
150,11,283.70,ReachedGoal,0.4715
150,12,-127.80,TimedOut,0.4715
150,13,-106.90,TimedOut,0.4715
150,14,223.20,ReachedGoal,0.4715
150,15,-185.50,TimedOut,0.4715
150,16,-76.60,TimedOut,0.4715
150,17,-97.40,TimedOut,0.4715
150,18,-117.50,TimedOut,0.4715
150,19,-126.40,TimedOut,0.4715
150,20,-78.70,TimedOut,0.4715
150,21,264.40,ReachedGoal,0.4715
150,22,-156.30,TimedOut,0.4715
150,23,-138.10,TimedOut,0.4715
150,24,-147.70,TimedOut,0.4715
150,25,-106.70,TimedOut,0.4715
150,26,-99.00,TimedOut,0.4715
150,27,-117.10,TimedOut,0.4715
150,28,215.20,ReachedGoal,0.4715
150,29,254.90,ReachedGoal,0.4715
150,30,289.30,ReachedGoal,0.4715
150,31,272.30,ReachedGoal,0.4715
150,32,168.30,ReachedGoal,0.4715
150,33,-78.70,TimedOut,0.4715
150,34,-166.10,TimedOut,0.4715
150,35,-57.80,TimedOut,0.4715
150,36,-78.50,TimedOut,0.4715
150,37,173.80,ReachedGoal,0.4715
150,38,-99.00,TimedOut,0.4715
150,39,261.40,ReachedGoal,0.4715
150,40,238.80,ReachedGoal,0.4715
150,41,247.60,ReachedGoal,0.4715
150,42,-136.40,TimedOut,0.4715
150,43,216.10,ReachedGoal,0.4715
150,44,-85.80,TimedOut,0.4715
150,45,-107.80,TimedOut,0.4715
150,46,285.20,ReachedGoal,0.4715
150,47,-186.90,TimedOut,0.4715
150,48,270.60,ReachedGoal,0.4715
150,49,-126.90,TimedOut,0.4715
151,0,-166.40,TimedOut,0.4691
151,1,-127.40,TimedOut,0.4691
151,2,-106.00,TimedOut,0.4691
151,3,251.40,ReachedGoal,0.4691
151,4,-118.10,TimedOut,0.4691
151,5,-58.40,TimedOut,0.4691
151,6,269.00,ReachedGoal,0.4691
151,7,220.00,ReachedGoal,0.4691
151,8,-127.50,TimedOut,0.4691
151,9,-147.10,TimedOut,0.4691
151,10,259.40,ReachedGoal,0.4691
151,11,-77.90,TimedOut,0.4691
151,12,-79.70,TimedOut,0.4691
151,13,230.50,ReachedGoal,0.4691
151,14,-129.00,TimedOut,0.4691
151,15,-79.90,TimedOut,0.4691
151,16,223.30,ReachedGoal,0.4691
151,17,243.60,ReachedGoal,0.4691
151,18,-86.30,TimedOut,0.4691
151,19,-128.50,TimedOut,0.4691
151,20,224.60,ReachedGoal,0.4691
151,21,-207.20,TimedOut,0.4691
151,22,-137.00,TimedOut,0.4691
151,23,-79.20,TimedOut,0.4691
151,24,-118.10,TimedOut,0.4691
151,25,245.00,ReachedGoal,0.4691
151,26,-127.60,TimedOut,0.4691
151,27,-79.00,TimedOut,0.4691
151,28,-66.70,TimedOut,0.4691
151,29,216.40,ReachedGoal,0.4691
151,30,290.00,ReachedGoal,0.4691
151,31,239.80,ReachedGoal,0.4691
151,32,-77.70,TimedOut,0.4691
151,33,225.00,ReachedGoal,0.4691
151,34,-118.90,TimedOut,0.4691
151,35,257.90,ReachedGoal,0.4691
151,36,-68.90,TimedOut,0.4691
151,37,-137.20,TimedOut,0.4691
151,38,218.10,ReachedGoal,0.4691
151,39,-95.90,TimedOut,0.4691
151,40,-98.50,TimedOut,0.4691
151,41,220.10,ReachedGoal,0.4691
151,42,-85.90,TimedOut,0.4691
151,43,273.30,ReachedGoal,0.4691
151,44,-78.40,TimedOut,0.4691
151,45,224.50,ReachedGoal,0.4691
151,46,299.30,ReachedGoal,0.4691
151,47,-136.30,TimedOut,0.4691
151,48,233.10,ReachedGoal,0.4691
151,49,-67.50,TimedOut,0.4691
152,0,-97.30,TimedOut,0.4668
152,1,-127.20,TimedOut,0.4668
152,2,-96.90,TimedOut,0.4668
152,3,277.50,ReachedGoal,0.4668
152,4,224.90,ReachedGoal,0.4668
152,5,-69.10,TimedOut,0.4668
152,6,-138.00,TimedOut,0.4668
152,7,-187.80,TimedOut,0.4668
152,8,242.40,ReachedGoal,0.4668
152,9,-207.30,TimedOut,0.4668
152,10,-108.30,TimedOut,0.4668
152,11,-117.70,TimedOut,0.4668
152,12,-107.00,TimedOut,0.4668
152,13,-118.40,TimedOut,0.4668
152,14,259.10,ReachedGoal,0.4668
152,15,205.50,ReachedGoal,0.4668
152,16,-79.90,TimedOut,0.4668
152,17,-106.80,TimedOut,0.4668
152,18,-78.70,TimedOut,0.4668
152,19,242.90,ReachedGoal,0.4668
152,20,-78.00,TimedOut,0.4668
152,21,-57.60,TimedOut,0.4668
152,22,-147.50,TimedOut,0.4668
152,23,-128.80,TimedOut,0.4668
152,24,208.90,ReachedGoal,0.4668
152,25,-117.00,TimedOut,0.4668
152,26,-58.70,TimedOut,0.4668
152,27,291.60,ReachedGoal,0.4668
152,28,-77.80,TimedOut,0.4668
152,29,283.40,ReachedGoal,0.4668
152,30,-156.80,TimedOut,0.4668
152,31,-215.90,TimedOut,0.4668
152,32,-106.10,TimedOut,0.4668
152,33,-78.00,TimedOut,0.4668
152,34,-176.70,TimedOut,0.4668
152,35,-56.90,TimedOut,0.4668
152,36,-99.60,TimedOut,0.4668
152,37,-108.00,TimedOut,0.4668
152,38,275.80,ReachedGoal,0.4668
152,39,-98.20,TimedOut,0.4668
152,40,267.60,ReachedGoal,0.4668
152,41,-68.10,TimedOut,0.4668
152,42,-187.50,TimedOut,0.4668
152,43,276.30,ReachedGoal,0.4668
152,44,-68.10,TimedOut,0.4668
152,45,-147.90,TimedOut,0.4668
152,46,-78.30,TimedOut,0.4668
152,47,-147.20,TimedOut,0.4668
152,48,-97.00,TimedOut,0.4668
152,49,-57.00,TimedOut,0.4668
153,0,295.20,ReachedGoal,0.4644
153,1,258.80,ReachedGoal,0.4644
153,2,-117.10,TimedOut,0.4644
153,3,-129.00,TimedOut,0.4644
153,4,-137.70,TimedOut,0.4644
153,5,163.70,ReachedGoal,0.4644
153,6,283.20,ReachedGoal,0.4644
153,7,-167.60,TimedOut,0.4644
153,8,-106.80,TimedOut,0.4644
153,9,-137.00,TimedOut,0.4644
153,10,-88.60,TimedOut,0.4644
153,11,-88.20,TimedOut,0.4644
153,12,-87.00,TimedOut,0.4644
153,13,-126.20,TimedOut,0.4644
153,14,-146.90,TimedOut,0.4644
153,15,-78.00,TimedOut,0.4644
153,16,-156.30,TimedOut,0.4644
153,17,153.70,ReachedGoal,0.4644
153,18,-107.60,TimedOut,0.4644
153,19,283.10,ReachedGoal,0.4644
153,20,-117.50,TimedOut,0.4644
153,21,260.90,ReachedGoal,0.4644
153,22,-107.90,TimedOut,0.4644
153,23,-117.10,TimedOut,0.4644
153,24,-69.60,TimedOut,0.4644
153,25,199.00,ReachedGoal,0.4644
153,26,195.90,ReachedGoal,0.4644
153,27,-87.60,TimedOut,0.4644
153,28,216.60,ReachedGoal,0.4644
153,29,-98.00,TimedOut,0.4644
153,30,271.20,ReachedGoal,0.4644
153,31,-77.90,TimedOut,0.4644
153,32,-66.20,TimedOut,0.4644
153,33,-109.40,TimedOut,0.4644
153,34,193.60,ReachedGoal,0.4644
153,35,-128.10,TimedOut,0.4644
153,36,177.80,ReachedGoal,0.4644
153,37,157.70,ReachedGoal,0.4644
153,38,-86.20,TimedOut,0.4644
153,39,-87.90,TimedOut,0.4644
153,40,-108.60,TimedOut,0.4644
153,41,247.50,ReachedGoal,0.4644
153,42,282.00,ReachedGoal,0.4644
153,43,249.20,ReachedGoal,0.4644
153,44,-146.60,TimedOut,0.4644
153,45,-108.10,TimedOut,0.4644
153,46,272.20,ReachedGoal,0.4644
153,47,279.10,ReachedGoal,0.4644
153,48,-206.60,TimedOut,0.4644
153,49,-76.50,TimedOut,0.4644
154,0,-78.60,TimedOut,0.4621
154,1,247.60,ReachedGoal,0.4621
154,2,-57.90,TimedOut,0.4621
154,3,-78.00,TimedOut,0.4621
154,4,213.20,ReachedGoal,0.4621
154,5,-89.40,TimedOut,0.4621
154,6,-88.00,TimedOut,0.4621
154,7,-177.70,TimedOut,0.4621
154,8,-77.20,TimedOut,0.4621
154,9,171.00,ReachedGoal,0.4621
154,10,-78.10,TimedOut,0.4621
154,11,214.70,ReachedGoal,0.4621
154,12,231.20,ReachedGoal,0.4621
154,13,-157.20,TimedOut,0.4621
154,14,-96.40,TimedOut,0.4621
154,15,-60.20,TimedOut,0.4621
154,16,276.30,ReachedGoal,0.4621
154,17,286.60,ReachedGoal,0.4621
154,18,-85.70,TimedOut,0.4621
154,19,228.70,ReachedGoal,0.4621
154,20,240.90,ReachedGoal,0.4621
154,21,281.00,ReachedGoal,0.4621
154,22,-108.20,TimedOut,0.4621
154,23,255.50,ReachedGoal,0.4621
154,24,204.40,ReachedGoal,0.4621
154,25,-57.70,TimedOut,0.4621
154,26,231.60,ReachedGoal,0.4621
154,27,-137.40,TimedOut,0.4621
154,28,224.00,ReachedGoal,0.4621
154,29,-58.70,TimedOut,0.4621
154,30,-197.00,TimedOut,0.4621
154,31,251.20,ReachedGoal,0.4621
154,32,-58.90,TimedOut,0.4621
154,33,262.80,ReachedGoal,0.4621
154,34,-128.40,TimedOut,0.4621
154,35,222.90,ReachedGoal,0.4621
154,36,-98.00,TimedOut,0.4621
154,37,-128.70,TimedOut,0.4621
154,38,-136.80,TimedOut,0.4621
154,39,-107.70,TimedOut,0.4621
154,40,261.00,ReachedGoal,0.4621
154,41,251.90,ReachedGoal,0.4621
154,42,212.90,ReachedGoal,0.4621
154,43,-108.70,TimedOut,0.4621
154,44,-69.40,TimedOut,0.4621
154,45,266.40,ReachedGoal,0.4621
154,46,-57.90,TimedOut,0.4621
154,47,-97.20,TimedOut,0.4621
154,48,263.20,ReachedGoal,0.4621
154,49,-57.90,TimedOut,0.4621
155,0,-98.30,TimedOut,0.4598
155,1,-95.60,TimedOut,0.4598
155,2,-96.30,TimedOut,0.4598
155,3,220.90,ReachedGoal,0.4598
155,4,-106.90,TimedOut,0.4598
155,5,288.90,ReachedGoal,0.4598
155,6,216.20,ReachedGoal,0.4598
155,7,-167.70,TimedOut,0.4598
155,8,-57.40,TimedOut,0.4598
155,9,-58.70,TimedOut,0.4598
155,10,-267.60,TimedOut,0.4598
155,11,221.90,ReachedGoal,0.4598
155,12,-86.40,TimedOut,0.4598
155,13,196.30,ReachedGoal,0.4598
155,14,-333.80,TimedOut,0.4598
155,15,-106.70,TimedOut,0.4598
155,16,-118.50,TimedOut,0.4598
155,17,232.20,ReachedGoal,0.4598
155,18,-97.90,TimedOut,0.4598
155,19,-109.00,TimedOut,0.4598
155,20,-90.80,TimedOut,0.4598
155,21,266.70,ReachedGoal,0.4598
155,22,-99.50,TimedOut,0.4598
155,23,-245.70,TimedOut,0.4598
155,24,-158.50,TimedOut,0.4598
155,25,-68.30,TimedOut,0.4598
155,26,-107.50,TimedOut,0.4598
155,27,-70.50,TimedOut,0.4598
155,28,-87.60,TimedOut,0.4598
155,29,-69.30,TimedOut,0.4598
155,30,-139.30,TimedOut,0.4598
155,31,245.40,ReachedGoal,0.4598
155,32,176.10,ReachedGoal,0.4598
155,33,-58.70,TimedOut,0.4598
155,34,-96.60,TimedOut,0.4598
155,35,-78.40,TimedOut,0.4598
155,36,-67.90,TimedOut,0.4598
155,37,-97.50,TimedOut,0.4598
155,38,239.10,ReachedGoal,0.4598
155,39,259.80,ReachedGoal,0.4598
155,40,251.90,ReachedGoal,0.4598
155,41,115.70,ReachedGoal,0.4598
155,42,-176.80,TimedOut,0.4598
155,43,-107.30,TimedOut,0.4598
155,44,-177.40,TimedOut,0.4598
155,45,-87.20,TimedOut,0.4598
155,46,-58.40,TimedOut,0.4598
155,47,273.80,ReachedGoal,0.4598
155,48,-196.20,TimedOut,0.4598
155,49,-156.60,TimedOut,0.4598
156,0,231.50,ReachedGoal,0.4575
156,1,295.90,ReachedGoal,0.4575
156,2,-87.80,TimedOut,0.4575
156,3,-81.80,TimedOut,0.4575
156,4,294.60,ReachedGoal,0.4575
156,5,-107.50,TimedOut,0.4575
156,6,168.20,ReachedGoal,0.4575
156,7,-68.90,TimedOut,0.4575
156,8,298.10,ReachedGoal,0.4575
156,9,-77.70,TimedOut,0.4575
156,10,-217.30,TimedOut,0.4575
156,11,184.40,ReachedGoal,0.4575
156,12,198.40,ReachedGoal,0.4575
156,13,-155.70,TimedOut,0.4575
156,14,223.60,ReachedGoal,0.4575
156,15,-97.70,TimedOut,0.4575
156,16,-98.20,TimedOut,0.4575
156,17,271.20,ReachedGoal,0.4575
156,18,205.50,ReachedGoal,0.4575
156,19,-108.70,TimedOut,0.4575
156,20,-58.00,TimedOut,0.4575
156,21,264.20,ReachedGoal,0.4575
156,22,-116.40,TimedOut,0.4575
156,23,282.60,ReachedGoal,0.4575
156,24,196.30,ReachedGoal,0.4575
156,25,-68.70,TimedOut,0.4575
156,26,287.00,ReachedGoal,0.4575
156,27,224.60,ReachedGoal,0.4575
156,28,-68.40,TimedOut,0.4575
156,29,-67.50,TimedOut,0.4575
156,30,-147.30,TimedOut,0.4575
156,31,-77.60,TimedOut,0.4575
156,32,247.00,ReachedGoal,0.4575
156,33,190.80,ReachedGoal,0.4575
156,34,-186.10,TimedOut,0.4575
156,35,-147.60,TimedOut,0.4575
156,36,241.60,ReachedGoal,0.4575
156,37,-107.60,TimedOut,0.4575
156,38,-67.80,TimedOut,0.4575
156,39,260.50,ReachedGoal,0.4575
156,40,264.40,ReachedGoal,0.4575
156,41,-97.10,TimedOut,0.4575
156,42,238.50,ReachedGoal,0.4575
156,43,-148.30,TimedOut,0.4575
156,44,-166.80,TimedOut,0.4575
156,45,-87.00,TimedOut,0.4575
156,46,-87.20,TimedOut,0.4575
156,47,-86.50,TimedOut,0.4575
156,48,237.10,ReachedGoal,0.4575
156,49,-117.60,TimedOut,0.4575
157,0,-88.90,TimedOut,0.4552
157,1,-88.10,TimedOut,0.4552
157,2,273.50,ReachedGoal,0.4552
157,3,-117.20,TimedOut,0.4552
157,4,203.10,ReachedGoal,0.4552
157,5,-78.70,TimedOut,0.4552
157,6,-116.90,TimedOut,0.4552
157,7,287.10,ReachedGoal,0.4552
157,8,191.00,ReachedGoal,0.4552
157,9,242.10,ReachedGoal,0.4552
157,10,-97.00,TimedOut,0.4552
157,11,-146.50,TimedOut,0.4552
157,12,229.90,ReachedGoal,0.4552
157,13,167.70,ReachedGoal,0.4552
157,14,-86.40,TimedOut,0.4552
157,15,206.20,ReachedGoal,0.4552
157,16,-196.70,TimedOut,0.4552
157,17,-59.40,TimedOut,0.4552
157,18,246.50,ReachedGoal,0.4552
157,19,-117.20,TimedOut,0.4552
157,20,-100.10,TimedOut,0.4552
157,21,-59.30,TimedOut,0.4552
157,22,-78.90,TimedOut,0.4552
157,23,274.30,ReachedGoal,0.4552
157,24,208.60,ReachedGoal,0.4552
157,25,-59.30,TimedOut,0.4552
157,26,-128.20,TimedOut,0.4552
157,27,231.80,ReachedGoal,0.4552
157,28,-87.50,TimedOut,0.4552
157,29,244.00,ReachedGoal,0.4552
157,30,219.40,ReachedGoal,0.4552
157,31,-216.70,TimedOut,0.4552
157,32,-166.80,TimedOut,0.4552
157,33,-106.70,TimedOut,0.4552
157,34,-118.40,TimedOut,0.4552
157,35,-79.20,TimedOut,0.4552
157,36,200.00,ReachedGoal,0.4552
157,37,292.90,ReachedGoal,0.4552
157,38,246.20,ReachedGoal,0.4552
157,39,250.70,ReachedGoal,0.4552
157,40,-78.60,TimedOut,0.4552
157,41,284.90,ReachedGoal,0.4552
157,42,286.30,ReachedGoal,0.4552
157,43,-78.10,TimedOut,0.4552
157,44,201.50,ReachedGoal,0.4552
157,45,-116.90,TimedOut,0.4552
157,46,172.50,ReachedGoal,0.4552
157,47,261.70,ReachedGoal,0.4552
157,48,-87.30,TimedOut,0.4552
157,49,216.70,ReachedGoal,0.4552
158,0,-86.90,TimedOut,0.4529
158,1,-138.40,TimedOut,0.4529
158,2,-305.30,TimedOut,0.4529
158,3,191.60,ReachedGoal,0.4529
158,4,170.90,ReachedGoal,0.4529
158,5,-118.70,TimedOut,0.4529
158,6,-98.80,TimedOut,0.4529
158,7,-118.00,TimedOut,0.4529
158,8,-88.00,TimedOut,0.4529
158,9,263.70,ReachedGoal,0.4529
158,10,269.00,ReachedGoal,0.4529
158,11,-155.90,TimedOut,0.4529
158,12,260.10,ReachedGoal,0.4529
158,13,-136.20,TimedOut,0.4529
158,14,223.70,ReachedGoal,0.4529
158,15,-127.40,TimedOut,0.4529
158,16,241.90,ReachedGoal,0.4529
158,17,289.20,ReachedGoal,0.4529
158,18,240.70,ReachedGoal,0.4529
158,19,221.80,ReachedGoal,0.4529
