Episode,Agent,TotalReward,Status,Epsilon
81,30,-98.40,TimedOut,0.6663
81,31,-59.00,TimedOut,0.6663
81,32,-138.70,TimedOut,0.6663
81,33,276.90,ReachedGoal,0.6663
81,34,-89.30,TimedOut,0.6663
81,35,-59.00,TimedOut,0.6663
81,36,-67.40,TimedOut,0.6663
81,37,269.60,ReachedGoal,0.6663
81,38,-108.80,TimedOut,0.6663
81,39,-58.40,TimedOut,0.6663
81,40,234.90,ReachedGoal,0.6663
81,41,-187.60,TimedOut,0.6663
81,42,-207.80,TimedOut,0.6663
81,43,-89.90,TimedOut,0.6663
81,44,-128.10,TimedOut,0.6663
81,45,-127.90,TimedOut,0.6663
81,46,-69.10,TimedOut,0.6663
81,47,-335.90,TimedOut,0.6663
81,48,-97.90,TimedOut,0.6663
81,49,-79.20,TimedOut,0.6663
82,0,232.30,ReachedGoal,0.6630
82,1,-79.40,TimedOut,0.6630
82,2,-77.70,TimedOut,0.6630
82,3,-87.00,TimedOut,0.6630
82,4,-157.20,TimedOut,0.6630
82,5,-99.20,TimedOut,0.6630
82,6,-108.50,TimedOut,0.6630
82,7,-198.10,TimedOut,0.6630
82,8,246.20,ReachedGoal,0.6630
82,9,-68.50,TimedOut,0.6630
82,10,243.20,ReachedGoal,0.6630
82,11,-157.30,TimedOut,0.6630
82,12,215.90,ReachedGoal,0.6630
82,13,-109.20,TimedOut,0.6630
82,14,-119.70,TimedOut,0.6630
82,15,-77.10,TimedOut,0.6630
82,16,-117.50,TimedOut,0.6630
82,17,183.90,ReachedGoal,0.6630
82,18,254.10,ReachedGoal,0.6630
82,19,-79.50,TimedOut,0.6630
82,20,-127.50,TimedOut,0.6630
82,21,-246.20,TimedOut,0.6630
82,22,-78.20,TimedOut,0.6630
82,23,237.00,ReachedGoal,0.6630
82,24,-206.00,TimedOut,0.6630
82,25,-88.00,TimedOut,0.6630
82,26,-167.40,TimedOut,0.6630
82,27,-59.40,TimedOut,0.6630
82,28,-69.30,TimedOut,0.6630
82,29,-78.60,TimedOut,0.6630
82,30,-87.80,TimedOut,0.6630
82,31,-127.60,TimedOut,0.6630
82,32,-118.90,TimedOut,0.6630
82,33,-59.10,TimedOut,0.6630
82,34,-88.50,TimedOut,0.6630
82,35,-108.60,TimedOut,0.6630
82,36,-127.60,TimedOut,0.6630
82,37,-59.20,TimedOut,0.6630
82,38,271.60,ReachedGoal,0.6630
82,39,-69.70,TimedOut,0.6630
82,40,-68.30,TimedOut,0.6630
82,41,-129.70,TimedOut,0.6630
82,42,-265.30,TimedOut,0.6630
82,43,237.10,ReachedGoal,0.6630
82,44,-87.80,TimedOut,0.6630
82,45,-236.10,TimedOut,0.6630
82,46,-117.60,TimedOut,0.6630
82,47,-89.40,TimedOut,0.6630
82,48,-157.80,TimedOut,0.6630
82,49,-99.00,TimedOut,0.6630
83,0,-80.50,TimedOut,0.6597
83,1,-157.90,TimedOut,0.6597
83,2,-129.70,TimedOut,0.6597
83,3,-97.90,TimedOut,0.6597
83,4,-167.20,TimedOut,0.6597
83,5,-98.80,TimedOut,0.6597
83,6,292.70,ReachedGoal,0.6597
83,7,-126.90,TimedOut,0.6597
83,8,-68.10,TimedOut,0.6597
83,9,-87.30,TimedOut,0.6597
83,10,-196.90,TimedOut,0.6597
83,11,-58.10,TimedOut,0.6597
83,12,-138.30,TimedOut,0.6597
83,13,179.00,ReachedGoal,0.6597
83,14,-167.00,TimedOut,0.6597
83,15,-128.70,TimedOut,0.6597
83,16,-266.60,TimedOut,0.6597
83,17,-246.10,TimedOut,0.6597
83,18,-69.10,TimedOut,0.6597
83,19,-128.80,TimedOut,0.6597
83,20,-147.60,TimedOut,0.6597
83,21,-158.10,TimedOut,0.6597
83,22,-148.00,TimedOut,0.6597
83,23,-149.20,TimedOut,0.6597
83,24,-79.70,TimedOut,0.6597
83,25,-176.80,TimedOut,0.6597
83,26,-177.00,TimedOut,0.6597
83,27,-108.40,TimedOut,0.6597
83,28,-167.10,TimedOut,0.6597
83,29,-128.10,TimedOut,0.6597
83,30,261.20,ReachedGoal,0.6597
83,31,191.50,ReachedGoal,0.6597
83,32,-88.00,TimedOut,0.6597
83,33,-147.20,TimedOut,0.6597
83,34,-101.10,TimedOut,0.6597
83,35,-118.10,TimedOut,0.6597
83,36,-127.30,TimedOut,0.6597
83,37,-126.20,TimedOut,0.6597
83,38,-127.60,TimedOut,0.6597
83,39,-97.80,TimedOut,0.6597
83,40,-108.60,TimedOut,0.6597
83,41,-166.40,TimedOut,0.6597
83,42,-146.60,TimedOut,0.6597
83,43,-139.30,TimedOut,0.6597
83,44,-69.70,TimedOut,0.6597
83,45,-79.50,TimedOut,0.6597
83,46,246.30,ReachedGoal,0.6597
83,47,290.70,ReachedGoal,0.6597
83,48,-69.20,TimedOut,0.6597
83,49,-79.10,TimedOut,0.6597
84,0,266.90,ReachedGoal,0.6564
84,1,-197.60,TimedOut,0.6564
84,2,-68.20,TimedOut,0.6564
84,3,-259.00,TimedOut,0.6564
84,4,-78.70,TimedOut,0.6564
84,5,-89.40,TimedOut,0.6564
84,6,-107.30,TimedOut,0.6564
84,7,248.40,ReachedGoal,0.6564
84,8,-68.70,TimedOut,0.6564
84,9,-68.60,TimedOut,0.6564
84,10,280.00,ReachedGoal,0.6564
84,11,-98.10,TimedOut,0.6564
84,12,-148.20,TimedOut,0.6564
84,13,-77.70,TimedOut,0.6564
84,14,-78.50,TimedOut,0.6564
84,15,228.30,ReachedGoal,0.6564
84,16,-69.20,TimedOut,0.6564
84,17,295.70,ReachedGoal,0.6564
84,18,-60.30,TimedOut,0.6564
84,19,-117.60,TimedOut,0.6564
84,20,-116.70,TimedOut,0.6564
84,21,-127.60,TimedOut,0.6564
84,22,-58.80,TimedOut,0.6564
84,23,277.60,ReachedGoal,0.6564
84,24,156.00,ReachedGoal,0.6564
84,25,-138.10,TimedOut,0.6564
84,26,-61.30,TimedOut,0.6564
84,27,-79.60,TimedOut,0.6564
84,28,-97.70,TimedOut,0.6564
84,29,-60.40,TimedOut,0.6564
84,30,252.70,ReachedGoal,0.6564
84,31,-70.90,TimedOut,0.6564
84,32,-157.90,TimedOut,0.6564
84,33,-59.50,TimedOut,0.6564
84,34,-76.60,TimedOut,0.6564
84,35,-158.90,TimedOut,0.6564
84,36,-88.70,TimedOut,0.6564
84,37,-71.10,TimedOut,0.6564
84,38,-137.90,TimedOut,0.6564
84,39,-99.10,TimedOut,0.6564
84,40,-109.00,TimedOut,0.6564
84,41,-108.00,TimedOut,0.6564
84,42,-138.30,TimedOut,0.6564
84,43,-157.40,TimedOut,0.6564
84,44,-109.40,TimedOut,0.6564
84,45,-128.30,TimedOut,0.6564
84,46,-78.90,TimedOut,0.6564
84,47,-118.00,TimedOut,0.6564
84,48,-116.80,TimedOut,0.6564
84,49,-79.40,TimedOut,0.6564
85,0,-108.90,TimedOut,0.6531
85,1,-100.40,TimedOut,0.6531
85,2,-88.10,TimedOut,0.6531
85,3,-148.10,TimedOut,0.6531
85,4,-107.40,TimedOut,0.6531
85,5,-217.00,TimedOut,0.6531
85,6,-98.80,TimedOut,0.6531
85,7,-98.10,TimedOut,0.6531
85,8,-333.90,TimedOut,0.6531
85,9,-107.70,TimedOut,0.6531
85,10,-88.80,TimedOut,0.6531
85,11,-167.60,TimedOut,0.6531
85,12,-97.10,TimedOut,0.6531
85,13,-137.20,TimedOut,0.6531
85,14,-106.80,TimedOut,0.6531
85,15,-118.90,TimedOut,0.6531
85,16,-69.20,TimedOut,0.6531
85,17,-59.30,TimedOut,0.6531
85,18,-147.40,TimedOut,0.6531
85,19,-69.10,TimedOut,0.6531
85,20,267.40,ReachedGoal,0.6531
85,21,299.20,ReachedGoal,0.6531
85,22,221.20,ReachedGoal,0.6531
85,23,-118.40,TimedOut,0.6531
85,24,-138.50,TimedOut,0.6531
85,25,-70.50,TimedOut,0.6531
85,26,-78.20,TimedOut,0.6531
85,27,-97.30,TimedOut,0.6531
85,28,260.60,ReachedGoal,0.6531
85,29,-58.80,TimedOut,0.6531
85,30,-58.70,TimedOut,0.6531
85,31,222.90,ReachedGoal,0.6531
85,32,-177.00,TimedOut,0.6531
85,33,-88.40,TimedOut,0.6531
85,34,-148.70,TimedOut,0.6531
85,35,-127.10,TimedOut,0.6531
85,36,-99.30,TimedOut,0.6531
85,37,270.00,ReachedGoal,0.6531
85,38,-117.70,TimedOut,0.6531
85,39,277.20,ReachedGoal,0.6531
85,40,-148.20,TimedOut,0.6531
85,41,204.90,ReachedGoal,0.6531
85,42,-78.80,TimedOut,0.6531
85,43,-166.50,TimedOut,0.6531
85,44,-168.50,TimedOut,0.6531
85,45,-88.90,TimedOut,0.6531
85,46,-316.10,TimedOut,0.6531
85,47,-128.10,TimedOut,0.6531
85,48,-177.20,TimedOut,0.6531
85,49,249.90,ReachedGoal,0.6531
86,0,-185.80,TimedOut,0.6498
86,1,-107.40,TimedOut,0.6498
86,2,-158.30,TimedOut,0.6498
86,3,-78.30,TimedOut,0.6498
86,4,258.80,ReachedGoal,0.6498
86,5,-78.10,TimedOut,0.6498
86,6,-148.60,TimedOut,0.6498
86,7,-226.60,TimedOut,0.6498
86,8,247.40,ReachedGoal,0.6498
86,9,-108.90,TimedOut,0.6498
86,10,214.20,ReachedGoal,0.6498
86,11,-69.00,TimedOut,0.6498
86,12,-89.50,TimedOut,0.6498
86,13,276.60,ReachedGoal,0.6498
86,14,252.60,ReachedGoal,0.6498
86,15,-117.80,TimedOut,0.6498
86,16,295.80,ReachedGoal,0.6498
86,17,-246.60,TimedOut,0.6498
86,18,-59.50,TimedOut,0.6498
86,19,-79.10,TimedOut,0.6498
86,20,-87.30,TimedOut,0.6498
86,21,-80.10,TimedOut,0.6498
86,22,-225.70,TimedOut,0.6498
86,23,-108.70,TimedOut,0.6498
86,24,-237.70,TimedOut,0.6498
86,25,-57.90,TimedOut,0.6498
86,26,274.60,ReachedGoal,0.6498
86,27,-89.60,TimedOut,0.6498
86,28,252.00,ReachedGoal,0.6498
86,29,-87.50,TimedOut,0.6498
86,30,-87.60,TimedOut,0.6498
86,31,-108.10,TimedOut,0.6498
86,32,-78.50,TimedOut,0.6498
86,33,-78.00,TimedOut,0.6498
86,34,-59.70,TimedOut,0.6498
86,35,295.80,ReachedGoal,0.6498
86,36,-69.00,TimedOut,0.6498
86,37,-59.30,TimedOut,0.6498
86,38,-177.10,TimedOut,0.6498
86,39,177.00,ReachedGoal,0.6498
86,40,-89.10,TimedOut,0.6498
86,41,284.60,ReachedGoal,0.6498
86,42,-69.80,TimedOut,0.6498
86,43,-118.60,TimedOut,0.6498
86,44,-117.20,TimedOut,0.6498
86,45,-68.60,TimedOut,0.6498
86,46,-88.10,TimedOut,0.6498
86,47,-88.20,TimedOut,0.6498
86,48,-267.20,TimedOut,0.6498
86,49,-59.30,TimedOut,0.6498
87,0,-58.00,TimedOut,0.6466
87,1,-127.80,TimedOut,0.6466
87,2,-98.30,TimedOut,0.6466
87,3,-137.10,TimedOut,0.6466
87,4,-128.20,TimedOut,0.6466
87,5,266.50,ReachedGoal,0.6466
87,6,-89.20,TimedOut,0.6466
87,7,-138.60,TimedOut,0.6466
87,8,-79.00,TimedOut,0.6466
87,9,260.30,ReachedGoal,0.6466
87,10,-267.40,TimedOut,0.6466
87,11,-59.60,TimedOut,0.6466
87,12,-99.20,TimedOut,0.6466
87,13,-118.20,TimedOut,0.6466
87,14,-68.80,TimedOut,0.6466
87,15,-98.70,TimedOut,0.6466
87,16,-119.20,TimedOut,0.6466
87,17,-109.20,TimedOut,0.6466
87,18,-216.60,TimedOut,0.6466
87,19,-57.70,TimedOut,0.6466
87,20,207.50,ReachedGoal,0.6466
87,21,259.00,ReachedGoal,0.6466
87,22,-108.20,TimedOut,0.6466
87,23,277.60,ReachedGoal,0.6466
87,24,-87.50,TimedOut,0.6466
87,25,-68.50,TimedOut,0.6466
87,26,-79.90,TimedOut,0.6466
87,27,-87.80,TimedOut,0.6466
87,28,-88.00,TimedOut,0.6466
87,29,-118.70,TimedOut,0.6466
87,30,-128.20,TimedOut,0.6466
87,31,-67.30,TimedOut,0.6466
87,32,-98.90,TimedOut,0.6466
87,33,-68.30,TimedOut,0.6466
87,34,181.10,ReachedGoal,0.6466
87,35,-79.20,TimedOut,0.6466
87,36,-188.50,TimedOut,0.6466
87,37,-89.90,TimedOut,0.6466
87,38,-59.10,TimedOut,0.6466
87,39,-98.10,TimedOut,0.6466
87,40,-137.70,TimedOut,0.6466
87,41,-107.80,TimedOut,0.6466
87,42,243.60,ReachedGoal,0.6466
87,43,-137.60,TimedOut,0.6466
87,44,-70.50,TimedOut,0.6466
87,45,-99.60,TimedOut,0.6466
87,46,274.60,ReachedGoal,0.6466
87,47,-137.90,TimedOut,0.6466
87,48,-118.10,TimedOut,0.6466
87,49,-97.90,TimedOut,0.6466
88,0,-196.50,TimedOut,0.6433
88,1,-128.10,TimedOut,0.6433
88,2,-256.60,TimedOut,0.6433
88,3,-80.70,TimedOut,0.6433
88,4,180.70,ReachedGoal,0.6433
88,5,-108.50,TimedOut,0.6433
88,6,-67.70,TimedOut,0.6433
88,7,-88.40,TimedOut,0.6433
88,8,174.40,ReachedGoal,0.6433
88,9,-89.00,TimedOut,0.6433
88,10,-108.90,TimedOut,0.6433
88,11,-108.70,TimedOut,0.6433
88,12,-89.20,TimedOut,0.6433
88,13,-107.50,TimedOut,0.6433
88,14,-87.80,TimedOut,0.6433
88,15,-365.00,TimedOut,0.6433
88,16,-98.20,TimedOut,0.6433
88,17,-79.80,TimedOut,0.6433
88,18,-69.50,TimedOut,0.6433
88,19,-59.50,TimedOut,0.6433
88,20,-128.20,TimedOut,0.6433
88,21,-59.50,TimedOut,0.6433
88,22,-147.20,TimedOut,0.6433
88,23,-187.10,TimedOut,0.6433
88,24,-216.60,TimedOut,0.6433
88,25,-87.90,TimedOut,0.6433
88,26,-226.10,TimedOut,0.6433
88,27,259.70,ReachedGoal,0.6433
88,28,227.40,ReachedGoal,0.6433
88,29,-117.70,TimedOut,0.6433
88,30,-117.80,TimedOut,0.6433
88,31,-196.40,TimedOut,0.6433
88,32,-87.70,TimedOut,0.6433
88,33,285.80,ReachedGoal,0.6433
88,34,-108.90,TimedOut,0.6433
88,35,232.60,ReachedGoal,0.6433
88,36,-69.30,TimedOut,0.6433
88,37,-78.50,TimedOut,0.6433
88,38,-207.70,TimedOut,0.6433
88,39,-89.60,TimedOut,0.6433
88,40,-156.40,TimedOut,0.6433
88,41,-88.60,TimedOut,0.6433
88,42,-99.40,TimedOut,0.6433
88,43,-58.60,TimedOut,0.6433
88,44,-127.50,TimedOut,0.6433
88,45,-265.50,TimedOut,0.6433
88,46,-196.60,TimedOut,0.6433
88,47,-97.90,TimedOut,0.6433
88,48,-109.10,TimedOut,0.6433
88,49,-60.70,TimedOut,0.6433
89,0,238.80,ReachedGoal,0.6401
89,1,-137.30,TimedOut,0.6401
89,2,-79.50,TimedOut,0.6401
89,3,-89.50,TimedOut,0.6401
89,4,-89.00,TimedOut,0.6401
89,5,-77.90,TimedOut,0.6401
89,6,-345.90,TimedOut,0.6401
89,7,-127.50,TimedOut,0.6401
89,8,-79.40,TimedOut,0.6401
89,9,-89.90,TimedOut,0.6401
89,10,-110.60,TimedOut,0.6401
89,11,-89.80,TimedOut,0.6401
89,12,-118.10,TimedOut,0.6401
89,13,-245.80,TimedOut,0.6401
89,14,-118.60,TimedOut,0.6401
89,15,-100.10,TimedOut,0.6401
89,16,-109.10,TimedOut,0.6401
89,17,-118.60,TimedOut,0.6401
89,18,261.90,ReachedGoal,0.6401
89,19,-108.40,TimedOut,0.6401
89,20,-137.30,TimedOut,0.6401
89,21,-107.90,TimedOut,0.6401
89,22,-137.40,TimedOut,0.6401
89,23,-79.20,TimedOut,0.6401
89,24,-79.20,TimedOut,0.6401
89,25,264.70,ReachedGoal,0.6401
89,26,-167.10,TimedOut,0.6401
89,27,-118.60,TimedOut,0.6401
89,28,-119.00,TimedOut,0.6401
89,29,-108.80,TimedOut,0.6401
89,30,-79.20,TimedOut,0.6401
89,31,-118.50,TimedOut,0.6401
89,32,274.60,ReachedGoal,0.6401
89,33,-148.10,TimedOut,0.6401
89,34,-119.10,TimedOut,0.6401
89,35,-69.10,TimedOut,0.6401
89,36,-109.30,TimedOut,0.6401
89,37,-78.10,TimedOut,0.6401
89,38,-58.80,TimedOut,0.6401
89,39,-78.10,TimedOut,0.6401
89,40,-98.00,TimedOut,0.6401
89,41,-88.60,TimedOut,0.6401
89,42,-98.70,TimedOut,0.6401
89,43,141.20,ReachedGoal,0.6401
89,44,-167.20,TimedOut,0.6401
89,45,-99.50,TimedOut,0.6401
89,46,-78.50,TimedOut,0.6401
89,47,-78.70,TimedOut,0.6401
89,48,-99.20,TimedOut,0.6401
89,49,-69.00,TimedOut,0.6401
90,0,226.30,ReachedGoal,0.6369
90,1,-109.90,TimedOut,0.6369
90,2,-68.90,TimedOut,0.6369
90,3,208.90,ReachedGoal,0.6369
90,4,-177.30,TimedOut,0.6369
90,5,295.00,ReachedGoal,0.6369
90,6,-78.70,TimedOut,0.6369
90,7,-177.00,TimedOut,0.6369
90,8,-87.50,TimedOut,0.6369
90,9,-147.40,TimedOut,0.6369
90,10,-156.00,TimedOut,0.6369
90,11,-70.90,TimedOut,0.6369
90,12,-98.90,TimedOut,0.6369
90,13,-148.30,TimedOut,0.6369
90,14,-108.50,TimedOut,0.6369
90,15,-69.80,TimedOut,0.6369
90,16,-125.60,TimedOut,0.6369
90,17,-128.20,TimedOut,0.6369
90,18,-59.00,TimedOut,0.6369
90,19,-148.50,TimedOut,0.6369
90,20,-108.60,TimedOut,0.6369
90,21,202.40,ReachedGoal,0.6369
90,22,-137.90,TimedOut,0.6369
90,23,200.00,ReachedGoal,0.6369
90,24,-197.30,TimedOut,0.6369
90,25,-169.50,TimedOut,0.6369
90,26,-118.30,TimedOut,0.6369
90,27,-58.50,TimedOut,0.6369
90,28,287.20,ReachedGoal,0.6369
90,29,203.50,ReachedGoal,0.6369
90,30,-68.60,TimedOut,0.6369
90,31,-87.90,TimedOut,0.6369
90,32,-168.50,TimedOut,0.6369
90,33,-77.50,TimedOut,0.6369
90,34,-97.40,TimedOut,0.6369
90,35,-167.50,TimedOut,0.6369
90,36,229.90,ReachedGoal,0.6369
90,37,-57.70,TimedOut,0.6369
90,38,-116.60,TimedOut,0.6369
90,39,250.60,ReachedGoal,0.6369
90,40,-257.00,TimedOut,0.6369
90,41,265.50,ReachedGoal,0.6369
90,42,-138.60,TimedOut,0.6369
90,43,-157.20,TimedOut,0.6369
90,44,-118.00,TimedOut,0.6369
90,45,-216.70,TimedOut,0.6369
90,46,-77.60,TimedOut,0.6369
90,47,-148.40,TimedOut,0.6369
90,48,-108.00,TimedOut,0.6369
90,49,-59.00,TimedOut,0.6369
91,0,-109.00,TimedOut,0.6337
91,1,-78.80,TimedOut,0.6337
91,2,-138.10,TimedOut,0.6337
91,3,-177.00,TimedOut,0.6337
91,4,-119.60,TimedOut,0.6337
91,5,-118.20,TimedOut,0.6337
91,6,-118.10,TimedOut,0.6337
91,7,-127.90,TimedOut,0.6337
91,8,-68.40,TimedOut,0.6337
91,9,-206.50,TimedOut,0.6337
91,10,-89.00,TimedOut,0.6337
91,11,-68.40,TimedOut,0.6337
91,12,-256.90,TimedOut,0.6337
91,13,-177.60,TimedOut,0.6337
91,14,228.40,ReachedGoal,0.6337
91,15,-157.80,TimedOut,0.6337
91,16,-158.00,TimedOut,0.6337
91,17,242.10,ReachedGoal,0.6337
91,18,-118.30,TimedOut,0.6337
91,19,-108.20,TimedOut,0.6337
91,20,-107.50,TimedOut,0.6337
91,21,-207.30,TimedOut,0.6337
91,22,-117.80,TimedOut,0.6337
91,23,-88.00,TimedOut,0.6337
91,24,244.30,ReachedGoal,0.6337
91,25,-147.10,TimedOut,0.6337
91,26,-148.70,TimedOut,0.6337
91,27,293.40,ReachedGoal,0.6337
91,28,-78.70,TimedOut,0.6337
91,29,-67.70,TimedOut,0.6337
91,30,-167.60,TimedOut,0.6337
91,31,-148.50,TimedOut,0.6337
91,32,-177.80,TimedOut,0.6337
91,33,-177.50,TimedOut,0.6337
91,34,-88.40,TimedOut,0.6337
91,35,-78.90,TimedOut,0.6337
91,36,-98.40,TimedOut,0.6337
91,37,267.00,ReachedGoal,0.6337
91,38,-108.70,TimedOut,0.6337
91,39,250.80,ReachedGoal,0.6337
91,40,-79.30,TimedOut,0.6337
91,41,-195.80,TimedOut,0.6337
91,42,-69.80,TimedOut,0.6337
91,43,-148.20,TimedOut,0.6337
91,44,-107.60,TimedOut,0.6337
91,45,-79.00,TimedOut,0.6337
91,46,-177.50,TimedOut,0.6337
91,47,-80.60,TimedOut,0.6337
91,48,255.50,ReachedGoal,0.6337
91,49,-108.30,TimedOut,0.6337
92,0,-89.70,TimedOut,0.6306
92,1,-88.30,TimedOut,0.6306
92,2,-90.60,TimedOut,0.6306
92,3,-88.50,TimedOut,0.6306
92,4,298.40,ReachedGoal,0.6306
92,5,-69.40,TimedOut,0.6306
92,6,-109.20,TimedOut,0.6306
92,7,266.40,ReachedGoal,0.6306
92,8,120.70,ReachedGoal,0.6306
92,9,-78.90,TimedOut,0.6306
92,10,-91.00,TimedOut,0.6306
92,11,-78.70,TimedOut,0.6306
92,12,-80.40,TimedOut,0.6306
92,13,-117.70,TimedOut,0.6306
92,14,-78.60,TimedOut,0.6306
92,15,-89.40,TimedOut,0.6306
92,16,-98.20,TimedOut,0.6306
92,17,-179.40,TimedOut,0.6306
92,18,-118.90,TimedOut,0.6306
92,19,-138.20,TimedOut,0.6306
92,20,288.30,ReachedGoal,0.6306
92,21,-126.10,TimedOut,0.6306
92,22,-176.70,TimedOut,0.6306
92,23,-137.40,TimedOut,0.6306
92,24,-118.00,TimedOut,0.6306
92,25,-88.10,TimedOut,0.6306
92,26,-146.80,TimedOut,0.6306
92,27,-59.10,TimedOut,0.6306
92,28,-136.50,TimedOut,0.6306
92,29,-79.20,TimedOut,0.6306
92,30,-70.30,TimedOut,0.6306
92,31,-107.60,TimedOut,0.6306
92,32,-87.60,TimedOut,0.6306
92,33,-97.70,TimedOut,0.6306
92,34,-109.10,TimedOut,0.6306
92,35,-108.20,TimedOut,0.6306
92,36,-99.30,TimedOut,0.6306
92,37,265.90,ReachedGoal,0.6306
92,38,-80.00,TimedOut,0.6306
92,39,185.40,ReachedGoal,0.6306
92,40,-235.80,TimedOut,0.6306
92,41,-108.10,TimedOut,0.6306
92,42,-146.40,TimedOut,0.6306
92,43,183.10,ReachedGoal,0.6306
92,44,-59.50,TimedOut,0.6306
92,45,-158.20,TimedOut,0.6306
92,46,-226.50,TimedOut,0.6306
92,47,-137.40,TimedOut,0.6306
92,48,-168.00,TimedOut,0.6306
92,49,-88.60,TimedOut,0.6306
93,0,-118.00,TimedOut,0.6274
93,1,254.40,ReachedGoal,0.6274
93,2,-59.40,TimedOut,0.6274
93,3,246.10,ReachedGoal,0.6274
93,4,-128.20,TimedOut,0.6274
93,5,199.70,ReachedGoal,0.6274
93,6,-68.60,TimedOut,0.6274
93,7,-88.10,TimedOut,0.6274
93,8,-117.20,TimedOut,0.6274
93,9,-98.20,TimedOut,0.6274
93,10,259.50,ReachedGoal,0.6274
93,11,-78.40,TimedOut,0.6274
93,12,-90.00,TimedOut,0.6274
93,13,-119.10,TimedOut,0.6274
93,14,-118.20,TimedOut,0.6274
93,15,-138.80,TimedOut,0.6274
93,16,-79.20,TimedOut,0.6274
93,17,-135.40,TimedOut,0.6274
93,18,-118.80,TimedOut,0.6274
93,19,250.50,ReachedGoal,0.6274
93,20,217.60,ReachedGoal,0.6274
93,21,-98.50,TimedOut,0.6274
93,22,-119.20,TimedOut,0.6274
93,23,-99.30,TimedOut,0.6274
93,24,-107.70,TimedOut,0.6274
93,25,-69.80,TimedOut,0.6274
93,26,-138.00,TimedOut,0.6274
93,27,267.90,ReachedGoal,0.6274
93,28,-78.60,TimedOut,0.6274
93,29,-196.20,TimedOut,0.6274
93,30,-98.60,TimedOut,0.6274
93,31,-89.10,TimedOut,0.6274
93,32,-186.30,TimedOut,0.6274
93,33,262.20,ReachedGoal,0.6274
93,34,188.90,ReachedGoal,0.6274
93,35,-78.30,TimedOut,0.6274
93,36,285.40,ReachedGoal,0.6274
93,37,-98.90,TimedOut,0.6274
93,38,-126.60,TimedOut,0.6274
93,39,-88.80,TimedOut,0.6274
93,40,-78.90,TimedOut,0.6274
93,41,-57.70,TimedOut,0.6274
93,42,-99.20,TimedOut,0.6274
93,43,-128.10,TimedOut,0.6274
93,44,-117.90,TimedOut,0.6274
93,45,-139.30,TimedOut,0.6274
93,46,-167.10,TimedOut,0.6274
93,47,-110.20,TimedOut,0.6274
93,48,-157.50,TimedOut,0.6274
93,49,-98.80,TimedOut,0.6274
94,0,193.30,ReachedGoal,0.6243
94,1,-206.00,TimedOut,0.6243
94,2,-78.20,TimedOut,0.6243
94,3,-98.60,TimedOut,0.6243
94,4,-206.70,TimedOut,0.6243
94,5,-89.30,TimedOut,0.6243
94,6,-137.20,TimedOut,0.6243
94,7,-108.50,TimedOut,0.6243
94,8,-88.80,TimedOut,0.6243
94,9,-107.00,TimedOut,0.6243
94,10,-58.50,TimedOut,0.6243
94,11,-147.00,TimedOut,0.6243
94,12,-137.30,TimedOut,0.6243
94,13,-68.20,TimedOut,0.6243
94,14,-178.60,TimedOut,0.6243
94,15,214.50,ReachedGoal,0.6243
94,16,-197.70,TimedOut,0.6243
94,17,-150.40,TimedOut,0.6243
94,18,231.70,ReachedGoal,0.6243
94,19,-120.00,TimedOut,0.6243
94,20,-138.10,TimedOut,0.6243
94,21,-117.90,TimedOut,0.6243
94,22,233.00,ReachedGoal,0.6243
94,23,-117.30,TimedOut,0.6243
94,24,-97.70,TimedOut,0.6243
94,25,-99.80,TimedOut,0.6243
94,26,221.30,ReachedGoal,0.6243
94,27,184.20,ReachedGoal,0.6243
94,28,-70.90,TimedOut,0.6243
94,29,281.70,ReachedGoal,0.6243
94,30,-96.20,TimedOut,0.6243
94,31,-148.40,TimedOut,0.6243
94,32,-78.70,TimedOut,0.6243
94,33,274.90,ReachedGoal,0.6243
94,34,279.20,ReachedGoal,0.6243
94,35,-186.80,TimedOut,0.6243
94,36,-207.10,TimedOut,0.6243
94,37,205.00,ReachedGoal,0.6243
94,38,-107.50,TimedOut,0.6243
94,39,-89.60,TimedOut,0.6243
94,40,-69.60,TimedOut,0.6243
94,41,-99.30,TimedOut,0.6243
94,42,-68.10,TimedOut,0.6243
94,43,-155.90,TimedOut,0.6243
94,44,-138.60,TimedOut,0.6243
94,45,-69.40,TimedOut,0.6243
94,46,-147.90,TimedOut,0.6243
94,47,-157.30,TimedOut,0.6243
94,48,-70.40,TimedOut,0.6243
94,49,-98.90,TimedOut,0.6243
95,0,-256.90,TimedOut,0.6211
95,1,-87.90,TimedOut,0.6211
95,2,218.20,ReachedGoal,0.6211
95,3,299.20,ReachedGoal,0.6211
95,4,-117.90,TimedOut,0.6211
95,5,-78.40,TimedOut,0.6211
95,6,-178.70,TimedOut,0.6211
95,7,-98.40,TimedOut,0.6211
95,8,282.70,ReachedGoal,0.6211
95,9,-58.90,TimedOut,0.6211
95,10,-99.40,TimedOut,0.6211
95,11,-58.40,TimedOut,0.6211
95,12,-205.90,TimedOut,0.6211
95,13,-107.90,TimedOut,0.6211
95,14,-187.40,TimedOut,0.6211
95,15,-176.40,TimedOut,0.6211
95,16,-78.50,TimedOut,0.6211
95,17,-117.70,TimedOut,0.6211
95,18,178.80,ReachedGoal,0.6211
95,19,-68.10,TimedOut,0.6211
95,20,-88.80,TimedOut,0.6211
95,21,-167.70,TimedOut,0.6211
95,22,-127.90,TimedOut,0.6211
